Artist and Title,Streams,Daily
Peso Pluma - LADY GAGA,"794,836,940","596,576"
Bad Bunny - WHERE SHE GOES,"789,424,328","351,270"
Maluma - SegÃºn QuiÃ©n,"789,056,343","935,888"
cassÃ¶ - Prada,"785,812,059","957,773"
Carin Leon - Primera Cita,"782,239,724","805,678"
Junior H - El Azul,"775,030,358","500,751"
NewJeans - OMG,"757,306,298","419,110"
Jung Kook - 3D,"740,146,680","1,174,300"
Peso Pluma - PRC,"723,691,753","276,301"
ROSALÃA - BESO,"718,842,989","357,995"
Olly Alexander (Years & Years) - King,"702,626,159","416,751"
Lana Del Rey - Say Yes To Heaven,"695,937,649","998,014"
Marshmello - El Merengue,"693,439,183","801,040"
Travis Scott - I KNOW ?,"693,299,268","779,799"
Dua Lipa - Houdini,"689,470,977","984,523"
Oliver Tree - Miss You,"680,596,321","218,696"
David Guetta - Baby Donât Hurt Me,"669,005,198","490,910"
Luke Combs - Fast Car,"667,463,332","788,867"
NewJeans - Super Shy,"653,753,505","518,077"
Doja Cat - Agora Hills,"644,257,730","656,633"
Grupo Frontera - EL AMOR DE SU VIDA,"641,925,728","1,361,293"
Oscar Maydon - Fin de Semana,"637,342,262","461,682"
Xavi - La VÃ­ctima,"629,539,950","470,160"
Chino Pacas - El Gordo Trae El Mando,"626,321,686","358,215"
KAROL G - MI EX TENÃA RAZÃN,"626,128,229","813,236"
Fuerza Regida - SABOR FRESA,"612,214,209","521,011"
Taiu - Rara Vez,"608,039,181","645,897"
KAROL G - X SI VOLVEMOS,"588,460,670","502,085"
Post Malone - Chemical,"582,681,308","340,653"
Myke Towers - LA FALDA,"579,230,407","621,092"
Fuerza Regida - TQM,"568,119,822","279,146"
Bad Bunny - MONACO,"563,567,977","417,607"
Fuerza Regida - HARLEY QUINN,"560,854,929","516,405"
Travis Scott - MY EYES,"559,285,354","808,715"
Morgan Wallen - Thinkinâ Bout Me,"558,750,998","583,510"
Junior H - Y LLORO,"558,690,482","1,226,835"
Peggy Gou - (It Goes Like) Nanana,"555,664,682","377,339"
Laufey - From The Start,"554,133,742","1,057,562"
KAROL G - MIENTRAS ME CURO DEL CORA,"539,620,376","450,198"
Olivia Rodrigo - bad idea right?,"531,324,446","461,560"
Jonas Brothers - What A Man Gotta Do,"522,755,112","82,886"
Nicki Minaj - Barbie World,"513,316,287","201,889"
JISOO - FLOWER,"512,857,078","352,684"
Eladio Carrion - Coco Chanel,"506,834,102","232,210"
Tate McRae - exes,"499,480,574","930,469"
Billie Eilish - hotline (edit),"491,708,338","461,123"
TiÃ«sto - Lay Low,"489,352,261","313,157"
Calvin Harris - Miracle,"485,238,726","220,256"
Drake - IDGAF,"482,465,728","369,801"
BENNETT - Vois sur ton chemin,"479,917,795","592,051"
Drake - Rich Baby Daddy,"477,600,580","602,560"
Taylor Swift - Is It Over Now? (Taylor's Version) (From The Vault),"477,375,046","362,086"
Yahritza Y Su Esencia - FrÃ¡gil,"476,066,591","213,403"
Peso Pluma - BELLAKEO,"470,980,422","469,717"
Lil Tecca - 500lbs,"470,274,352","686,678"
"Bizarrap - Peso Pluma: Bzrp Music Sessions, Vol. 55","468,955,313","166,230"
AgroPlay - Nosso Quadro,"460,437,545","205,948"
Morgan Wallen - Cowgirls,"460,268,134","842,408"
V - Slow Dancing,"458,270,167","227,221"
Peso Pluma - TULUM,"446,578,136","275,034"
Rauw Alejandro - DILUVIO,"439,081,955","895,178"
Agust D - Haegeum,"434,589,994","795,623"
Lil Uzi Vert - Watch This,"430,774,311","289,434"
Natanael Cano - Mi Bello Angel,"428,507,490","407,572"
YOASOBI - ã¢ã¤ãã«,"427,194,796","389,809"
LIT killah - Los del Espacio,"422,643,523","288,307"
Sebastian Yatra - VAGABUNDO,"421,671,002","440,230"
Ryan Castro - QUEMA,"421,635,964","1,124,547"
Ed Sheeran - Eyes Closed,"416,181,015","195,522"
Anirudh Ravichander - Chaleya,"415,059,021","362,113"
Alex Favela - ELOVRGA,"413,811,986","359,447"
Sky Rompiendo - El Cielo,"412,418,248","283,082"
Big One - Un Finde | CROSSOVER #2,"410,124,458","260,117"
Flo Milli - Never Lose Me,"406,180,540","744,800"
TINI - Cupido,"405,507,138","225,070"
Travis Scott - MELTDOWN,"405,412,408","275,931"
The Kid LAROI - NIGHTS LIKE THIS,"400,356,463","2,030,774"
Travis Scott - TELEKINESIS,"400,179,986","491,610"
Jimin - Set Me Free Pt.2,"393,730,973","136,854"
Noah Kahan - Dial Drunk,"392,007,828","554,062"
Carin Leon - No Es Por AcÃ¡,"390,689,505","298,467"
JuliÃ³n Ãlvarez y su NorteÃ±o Banda - Regalo De Dios,"389,021,071","969,323"
Drake - First Person Shooter,"388,625,949","288,392"
Troye Sivan - Rush,"388,239,597","413,066"
Peso Pluma - LAGUNAS,"383,468,181","391,783"
Lewis Capaldi - Forget Me,"379,469,780","172,903"
Artemas - if u think i'm pretty,"378,550,275","856,337"
Lil Durk - All My Life,"377,023,722","221,318"
Bad Gyal - Chulo pt.2,"376,751,014","292,383"
LE SSERAFIM - Perfect Night,"376,177,052","412,619"
DENNIS - TÃ¡ OK,"375,355,319","172,987"
Simone Mendes - Erro Gostoso,"375,145,681","198,203"
Junior H - ROCKSTAR,"374,965,736","1,335,936"
Daniel Caesar - Always,"374,471,394","642,849"
Drake - Search & Rescue,"372,815,103","196,941"
Ofenbach - Overdrive,"370,831,313","595,981"
JHAYCO - Holanda,"370,388,714","222,411"
La Factoria - Todavia,"367,934,261","264,834"
Jimin - Like Crazy (English Version),"367,226,351","60,390"
Peso Pluma - NUEVA VIDA,"365,800,452","788,863"
Olivia Rodrigo - get him back!,"363,578,412","378,104"
Creeds - Push Up,"363,036,449","374,894"
Cartel De Santa - Shorty Party,"361,992,464","202,997"
Grupo Menos Ã Mais - Lapada Dela,"361,689,489","358,833"
Taylor Swift - Enchanted (Taylor's Version),"360,833,095","366,540"
Dimitri Vegas & Like Mike - Thank You (Not So Bad),"359,112,488","696,867"
Jere Klein - ANDO,"355,607,958","273,749"
Xavi - Poco A Poco,"353,479,897","275,568"
Green Neon DJ - El Gordo Trae El Mando (Tik Tok Edit),"350,567,118","1,061,637"
Teddy Swims - The Door,"345,981,457","1,281,079"
Shubh - Cheques,"343,624,969","347,637"
Doechii - What It Is (Solo Version),"341,638,862","180,155"
Quevedo - WANDA,"341,378,260","161,187"
(G)I-DLE - Queencard,"339,738,784","284,230"
Peso Pluma - LUNA,"339,012,326","362,068"
Nadhif Basalamah - penjaga hati,"338,078,731","471,820"
lusttqwe - F-ck Up Some Commas,"335,460,610","74,744"
Taylor Swift - Now That We Don't Talk (Taylor's Version) (From The Vault),"334,170,147","381,794"
Peso Pluma - LA PEOPLE,"332,444,847","412,239"
Mae Stephens - If We Ever Broke Up,"331,515,145","116,740"
NewJeans - New Jeans,"330,288,978","436,297"
Paul Russell - Lil Boo Thang,"329,863,115","418,515"
"Taylor Swift - ""Slut!"" (Taylor's Version) (From The Vault)","329,682,447","366,723"
Jasleen Royal - Heeriye,"328,285,656","416,650"
Olivia Rodrigo - Canât Catch Me Now,"326,015,498","378,449"
Chance PeÃ±a - i am not who i was,"325,074,484","817,354"
Grupo Marca Registrada - Di Que SÃ­,"324,430,465","301,507"
Vishal Mishra - Pehle Bhi Main,"323,904,678","487,137"
ENHYPEN - Bite Me,"321,874,346","357,222"
Travis Scott - K-POP,"321,797,179","176,987"
Zach Bryan - Hey Driver,"320,990,041","333,930"
Becky G - CHANEL,"319,510,745","170,410"
MarÃ­lia MendonÃ§a - EsqueÃ§a-Me Se For Capaz,"318,049,122","101,822"
Labrinth - Never Felt So Alone,"313,331,858","218,309"
IVE - I AM,"312,586,328","204,534"
Darell - Lollipop,"312,557,484","293,636"
NewJeans - ETA,"312,489,086","446,833"
SUICIDAL-IDOL - ecstacy (slowed),"311,608,112","335,863"
Luke Combs - Where the Wild Things Are,"308,881,727","440,521"
Rauw Alejandro - BABY HELLO,"308,728,801","178,951"
aespa - Drama,"308,540,099","576,411"
Eden MuÃ±oz - Abcdario,"308,228,363","255,438"
Natanael Cano - O Me Voy O Te Vas,"307,430,118","580,396"
"Arijit Singh - Satranga (From ""Animal"")","307,046,250","516,355"
V - Rainy Days,"306,754,033","202,256"
Guilherme & Benuto - Duas TrÃªs,"306,323,823","157,079"
MÃ¥neskin - GOSSIP,"306,227,484","348,956"
Peso Pluma - RUBICON,"305,572,922","335,533"
Don Toliver - Private Landing,"304,044,586","411,476"
ZÃ© Neto & Cristiano - Oi Balde,"302,856,325","131,025"
JuliÃ³n Ãlvarez y su NorteÃ±o Banda - Lo Tienes Todo,"301,598,401","698,593"
"Metro Boomin - Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","301,383,769","270,873"
Israel & Rodolffo - Seu Brilho Sumiu,"301,119,365","114,501"
Troye Sivan - One Of Your Girls,"300,349,685","404,040"
Rels B - lo que hay x aquÃ­,"299,276,771","495,174"
Maria Becerra - CORAZÃN VACÃO,"299,155,958","314,960"
Henrique & Juliano - Traumatizei,"299,084,411","193,900"
ZÃ© Neto & Cristiano - Barulho Do Foguete,"298,975,086","282,541"
Olivia Rodrigo - all-american bitch,"297,898,245","310,244"
Junior H - El Tsurito,"297,368,256","159,844"
KAROL G - OKI DOKI,"296,360,979","276,871"
Lewis Capaldi - Wish You The Best,"295,905,566","255,469"
Veigh - Novo BalanÃ§o,"294,617,411","170,832"
Oscar Maydon - Elvira,"294,565,253","532,598"
Grupo Frontera - OJITOS ROJOS,"294,407,194","382,770"
P!nk - TRUSTFALL,"291,433,821","152,410"
Aziz Hedra - Somebody's Pleasure,"290,915,019","392,605"
Alfredo Olivas - Vete,"289,911,937","431,956"
Alfredo Olivas - Yo Todo Lo Doy,"289,704,638","331,361"
Ghea Indrawari - Jiwa Yang Bersedih,"289,540,629","340,502"
Anuv Jain - Husn,"289,495,101","599,043"
Bad Bunny - UN PREVIEW,"289,398,092","170,081"
El Alfa - 4K,"289,149,959","271,097"
Gabito Ballesteros - LOU LOU,"289,090,331","268,406"
Taylor Swift - Style (Taylor's Version),"288,352,445","371,222"
AUR - Tu hai kahan,"288,184,767","398,327"
Peso Pluma - BYE,"287,906,852","186,555"
ZWE1HVNDXR - LOVELY BASTARDS,"286,690,644","249,535"
Peso Pluma - LAS MORRAS,"285,662,842","152,741"
Peso Pluma - BIPOLAR,"285,008,358","310,223"
Morgan Wallen - Ainât That Some,"284,849,515","347,690"
Brent Faiyaz - Best Time,"284,263,278","766,400"
BTS - Take Two,"283,749,449","97,455"
Calvin Harris - Desire,"283,322,309","207,925"
Taylor Swift - I Can See You (Taylorâs Version) (From The Vault),"282,826,473","162,514"
KAROL G - UNA NOCHE EN MEDELLÃN,"282,529,334","409,296"
Anuel AA - Mas Rica Que Ayer,"282,038,671","109,445"
Bailey Zimmerman - Religiously,"279,904,963","425,000"
KAROL G - S91,"278,241,669","141,894"
Chino Pacas - Dijeron Que No La Iba Lograr,"278,061,978","151,341"
SAIKO - POLARIS,"277,979,669","184,065"
Fuerza Regida - CRAZYZ,"277,239,724","366,512"
Shubh - One Love,"277,091,203","366,045"
Hans Zimmer - Now We Are Free,"276,046,683","249,671"
Tory Lanez - Hurts Me,"275,378,343","422,946"
Bad Bunny - FINA,"273,297,730","240,113"
KAROL G - PERO TÃ,"273,109,252","295,758"
Taylor Swift - Youâre Losing Me (From The Vault),"272,579,594","325,085"
Fuerza Regida - UNA CERVEZA,"270,871,329","551,857"
Odetari - GOOD LOYAL THOTS,"270,251,868","209,812"
Purple Disco Machine - Substitution,"269,029,874","204,092"
Feid - NiÃ±a Bonita,"267,642,920","108,426"
Atif Aslam - Tera Hone Laga Hoon,"267,555,249","317,400"
Natanael Cano - Pacas De Billetes,"267,128,086","527,369"
Oliver Anthony Music - Rich Men North of Richmond,"265,407,402","267,852"
"Metro Boomin - Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da","264,627,806","149,734"
"Sachin-Jigar - Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","263,456,328","216,815"
Manuel Turizo - DE LUNES A LUNES,"263,431,989","272,852"
Travis Scott - TOPIA TWINS,"263,244,391","324,829"
Grupo Firme - QuÃ© Onda Perdida,"261,091,692","347,431"
Niall Horan - Heaven,"260,915,386","160,562"
Bellakath - Reggaeton Champagne,"259,638,753","154,632"
Isabel LaRosa - older,"258,529,579","422,580"
MC Kevin o Chris - Faz um Vuk Vuk (Teto Espelhado),"257,688,651","335,711"
Matheus & Kauan - NÃ£o VitalÃ­cio (Nunca Mais),"257,676,467","85,842"
David Guetta - When We Were Young (The Logical Song),"257,016,501","434,913"
LE SSERAFIM - UNFORGIVEN,"256,711,092","130,917"
Kany GarcÃ­a - Te Lo Agradezco,"255,606,479","497,392"
Charli xcx - Speed Drive (From Barbie The Album),"255,571,153","165,152"
Taylor Swift - Blank Space (Taylor's Version),"253,712,598","359,402"
Chris Brown - Angel Numbers / Ten Toes,"253,658,546","393,263"
Kaliii - Area Codes,"252,946,093","155,719"
Colbie Caillat - Try,"252,393,995","47,496"
Emilia - No_Se_Ve.mp3,"251,990,164","188,116"
6arelyhuman - GMFU,"251,755,455","248,907"
Odetari - GMFU (w/ 6arelyhuman),"251,506,937","243,531"
Shakira - AcrÃ³stico,"251,402,709","96,699"
Zach Bryan - Spotless,"251,366,937","399,088"
Darshan Raval - Mahiye Jinna Sohna,"251,362,624","225,509"
Udo Lindenberg - Komet,"250,144,316","138,660"
Sam Barber - Straight and Narrow,"250,090,726","499,742"
Apache 207 - Komet,"249,993,890","132,778"
CURSEDEVIL - TUCA DONKA,"249,790,697","352,633"
Dylan Gossett - Coal,"248,443,956","471,700"
Emilia - La_Original.mp3,"246,852,892","297,245"
King Gnu - SPECIALZ,"246,742,101","296,757"
Stray Kids - S-Class,"246,503,644","219,403"
Pritam - Tere Pyaar Mein,"246,174,784","178,125"
Karan Aujla - Softly,"245,096,151","539,053"
Jimin - Closer Than This,"244,803,682","242,863"
Jessie Murph - Wild Ones,"244,569,103","491,377"
Prabh Singh - 9:45,"244,507,189","258,598"
Bernadya - Satu Bulan,"243,977,619","930,233"
Anuel AA - OA,"243,729,916","305,490"
Ice Spice - Princess Diana,"243,474,608","129,606"
SEVENTEEN - Super,"243,435,262","186,427"
Eugenio Esquivel - Alucin,"243,119,175","181,807"
Olivia Rodrigo - lacy,"241,739,110","328,044"
Miley Cyrus - Used To Be Young,"241,583,876","161,165"
Young Miko - Lisa,"241,563,803","150,314"
Gusttavo Lima - Canudinho,"241,350,477","140,505"
Christian Nodal - Por el Resto de Tu Vida,"240,783,650","188,089"
Carin Leon - Ni Me Debes Ni Te Debo,"240,493,356","318,268"
Olivia Rodrigo - the grudge,"239,790,692","293,045"
The Kid LAROI - LOVE AGAIN,"239,202,179","103,156"
TAEYANG - VIBE,"239,169,725","117,631"
Guilherme & Benuto - Manda um Oi,"239,050,139","109,503"
JENNIE - You & Me,"238,785,860","349,448"
Milo j - M.A.I,"238,578,296","351,561"
LXNGVX - Montagem Mysterious Game,"237,812,034","383,467"
Selena Gomez - Single Soon,"237,725,355","134,116"
Drake - Slime You Out,"237,631,971","218,338"
Ana Castela - Solteiro ForÃ§ado,"237,628,643","148,441"
Nicki Nicole - quÃ© le pasa conmigo?,"237,416,430","262,128"
Soolking - Casanova,"237,007,351","195,051"
Calle 24 - Apaga El Cel,"236,496,642","631,559"
Oscar Maydon - Skin de Bandida,"236,470,582","454,469"
Lost Frequencies - Back To You,"235,386,846","243,644"
Big One - En La Intimidad | CROSSOVER #1,"234,216,067","118,552"
"Metro Boomin - Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","232,466,648","173,520"
Bizarrap - Fruto,"232,399,356","237,398"
Cris Mj - Daytona,"232,001,934","450,574"
FIFTY FIFTY - Cupid,"231,853,572","119,947"
6YNTHMANE - BRAZILIAN DANÃA PHONK,"230,266,144","177,093"
Peso Pluma - ROMPE LA DOMPE,"230,129,289","281,169"
Peso Pluma - GAVILÃN II,"229,570,641","347,271"
Michelle Maciel - CCC,"229,164,482","111,099"
Brray - CorazÃ³n Roto,"228,576,222","123,090"
Morgan Wallen - Man Made A Bar,"228,491,734","204,364"
Linkin Park - Lost,"227,929,479","204,770"
Jung Kook - Yes or No,"227,558,865","357,367"
CÃ³digo FN - Mood Malandro,"227,395,802","245,329"
Taylor Swift - Back To December (Taylor's Version),"227,342,506","221,427"
juju<3 - Wasted Summers,"225,834,758","457,843"
"Bizarrap - Milo J: Bzrp Music Sessions, Vol. 57","225,701,869","260,278"
Xavi - Modo DND,"225,574,539","161,146"
Olivia Rodrigo - love is embarrassing,"225,539,647","290,680"
Shubh - Still Rollin,"225,347,774","151,871"
Tatsuya Kitani - éã®ãã¿ã,"224,990,529","269,008"
Ice Spice - Deli,"224,672,437","215,204"
Hozier - Eat Your Young,"224,389,164","191,748"
Lah Pat - Rodeo (Remix),"224,014,803","418,607"
Becky G - POR EL CONTRARIO,"223,892,929","537,215"
Zerb - Mwaki,"223,865,448","329,512"
Chris Stapleton - White Horse,"223,561,620","299,626"
SativaMusic - Seya,"223,374,027","297,559"
Hypaton - Be My Lover,"221,961,885","263,999"
Zach Bryan - Tourniquet,"221,462,742","307,690"
Peso Pluma - ROSA PASTEL,"221,423,356","142,836"
Mora - REINA,"221,374,216","141,400"
Gunna - Who You Foolin,"220,414,675","182,405"
Jelly Roll - Need A Favor,"220,215,874","251,236"
Manu - Daqui pra Sempre,"220,098,665","155,807"
Odetari - LOOK DONâT TOUCH (w/ cade clair),"219,825,923","155,229"
Tito Double P - DEMBOW BÃLICO,"219,606,558","297,471"
Mora - DONDE SE APRENDE A QUERER?,"219,483,544","284,146"
Bibi Babydoll - Automotivo Bibi Fogosa,"219,337,777","546,562"
VÃJ - Memory Reboot,"218,781,914","241,329"
Alfredo Olivas - No,"218,744,571","250,822"
Chayanne - Bailando Bachata,"218,493,351","492,443"
R3HAB - Rock My Body,"218,053,287","271,540"
Taylor Swift - Hits Different,"217,576,455","162,550"
BUNT. - Clouds,"217,134,895","489,295"
Taylor Swift - Snow On The Beach,"217,105,761","170,812"
Toosii - Favorite Song,"216,153,451","175,594"
Nicki Nicole - DISPARA ***,"215,997,464","158,005"
Odetari - NARCISSISTIC PERSONALITY DISORDER,"215,852,321","141,136"
Junior H - TRES BOTELLAS,"215,731,951","562,099"
Taylor Swift - Say Don't Go (Taylor's Version) (From The Vault),"215,459,138","193,977"
El Jordan 23 - CabaÃ±a,"215,351,541","163,588"
Niklas Dee - Not Fair,"213,031,695","223,854"
Gustavo Mioto - Quando Apaga A Luz,"212,174,247","66,770"
Ke Personajes - Pobre CorazÃ³n,"212,017,406","147,909"
Memphis Cult - 9mm,"212,013,499","206,531"
Stray Kids - LALALALA,"211,880,846","319,627"
Gorillaz - Tormenta,"211,389,175","77,713"
KayBlack - Melhor SÃ³,"211,229,944","146,667"
Dei V - Narcotics,"210,827,404","283,114"
Jungeli - Petit gÃ©nie,"210,607,297","197,364"
Rockwell - Somebody's Watching Me,"210,180,906","49,891"
Eladio Carrion - Si La Calle Llama,"209,749,294","92,058"
Taylor Swift - Mine (Taylor's Version),"209,285,645","174,292"
"LE SSERAFIM - Eve, Psyche & The Bluebeardâs wife","209,182,058","151,479"
Tate McRae - run for the hills,"208,644,734","623,765"
Vulgo FK - Ballena,"208,510,344","167,201"
Feid - REMIX EXCLUSIVO,"208,206,569","125,268"
Atif Aslam - Tu Jaane Na,"207,918,847","272,007"
Mc Livinho - Novidade na Ãrea,"207,066,956","78,654"
Alberto Vazquez - Maracas,"206,960,153","134,141"
Odetari - I LOVE YOU HOE (w/ 9lives),"206,513,202","199,808"
The Weeknd - Double Fantasy,"206,165,042","142,569"
NewJeans - Cool With You,"205,947,486","210,238"
MÃ¥neskin - BABY SAID,"205,718,556","186,604"
Drake - Virginia Beach,"205,493,413","236,803"
"Arijit Singh - O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","205,394,939","102,535"
Nicki Minaj - FTCU,"205,298,312","203,304"
Morgan Wallen - Everything I Love,"204,645,572","119,829"
Ice Spice - In Ha Mood,"204,405,435","112,269"
Luan Pereira - DENTRO DA HILUX,"204,312,222","107,987"
Simone Mendes - Dois Fugitivos,"204,113,815","175,776"
Madhur Sharma - Kali Kali Zulfon Ke (Lo-Fi),"204,069,759","41,344"
wave to earth - bad,"203,607,095","483,991"
Mrs. GREEN APPLE - ãã³ã¹ãã¼ã«,"203,513,975","194,109"
Luan Santana - MEIO TERMO,"202,693,285","89,559"
Natanael Cano - Mas Altas Que Bajadas,"202,395,434","234,965"
Bad Bunny - NO ME QUIERO CASAR,"202,303,703","367,893"
TWICE - MOONLIGHT SUNRISE,"201,603,885","101,986"
Agust D - People Pt.2,"201,494,525","104,088"
TOMORROW X TOGETHER - Sugar Rush Ride,"201,448,127","125,817"
ZÃ© Neto & Cristiano - Um MÃªs E Pouco,"200,586,009","103,334"
Fuerza Regida - EXCESOS,"200,440,051","370,117"
Adrian Khalif - Sialan,"199,735,178","657,848"
Lost Frequencies - The Feeling,"198,881,394","301,254"
NF - HOPE,"198,404,838","170,549"
Daniel Caesar - Superpowers,"198,096,916","647,751"
Felipe Amorim - Toca o Trompete,"198,077,227","177,348"
Pritam - O Maahi,"197,922,583","378,768"
Alok - LET'S GET FKD UP,"197,599,256","309,612"
Travis Scott - THANK GOD,"197,073,717","175,497"
TRASHXRL - SequÃªncia da Dz7,"196,905,775","176,062"
Metro Boomin - Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"196,828,511","157,606"
Paris Paloma - labour,"196,599,059","616,816"
HYBS - Tip Toe,"196,473,970","434,901"
j-hope - on the street,"196,083,320","72,836"
Britney Manson - FÎSHION,"195,765,235","268,420"
Eslabon Armado - AsÃ­ Lo Quiso Dios,"195,535,737","104,631"
Feid - BUBALU,"195,074,168","210,558"
Ava Max - Maybe Youâre The Problem,"194,983,298","55,420"
AP Dhillon - With You,"194,686,265","162,098"
1nonly - Step Back!,"194,621,396","136,831"
Miguel - Sure Thing,"194,201,029","60,919"
Maluma - COCO LOCO,"193,920,386","92,440"
Luke Combs - Love You Anyway,"192,866,497","128,618"
Bad Bunny - HIBIKI,"192,329,596","159,331"
Travis Scott - TIL FURTHER NOTICE,"192,267,149","320,502"
Connor Price - Spinnin,"192,134,821","176,158"
Burna Boy - City Boys,"191,978,915","193,026"
Natanael Cano - Como Es Arriba Es Abajo,"191,559,410","127,779"
Dance Fruits Music - Calabria,"191,127,074","39,377"
Jazzy - Giving Me,"191,123,194","169,806"
Tom Odell - Black Friday,"190,702,132","368,045"
Unknown Mortal Orchestra - So Good at Being in Trouble,"190,148,725","41,307"
Miley Cyrus - Jaded,"190,095,144","88,924"
Olivia Rodrigo - making the bed,"189,888,752","212,722"
Gaby Music - No Te Quieren Conmigo,"189,596,681","237,913"
jxdn - ANGELS & DEMONS,"188,391,016","37,058"
Marnik - Boyz In Paris,"188,148,844","269,633"
Lauana Prado - Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,"187,625,537","279,730"
"Bizarrap - Rauw Alejandro: Bzrp Music Sessions, Vol. 56","187,253,485","63,690"
League of Legends - GODS,"186,957,635","228,112"
K y B - Sigue,"186,484,935","289,895"
Nadin Amizah - Rayuan Perempuan Gila,"186,241,240","250,561"
Laufey - Promise,"186,187,063","406,074"
Post Malone - Mourning,"185,903,143","108,532"
Doble ONE Flow Letal - Mi Kryptonita,"184,918,532","359,654"
ZÃ© Neto & Cristiano - PÃ¡tio do Posto,"184,778,754","90,507"
Henrique & Juliano - Quase Algo,"184,023,316","239,151"
Gabito Ballesteros - A Puro Dolor,"183,120,384","182,179"
TAEYANG - Shoong!,"182,914,300","136,058"
Davido - UNAVAILABLE,"182,429,540","141,928"
d4vd - Sleep Well,"182,320,626","244,433"
Kordhell - SCOPIN,"181,644,702","115,551"
KAROL G - GATITA GANGSTER,"181,404,601","215,724"
LATIN MAFIA - Patadas de Ahogado,"180,386,624","329,897"
Junior H - PIÃNSALO,"180,124,807","1,302,613"
MatuÃª - ConexÃµes de MÃ¡fia,"180,093,331","86,932"
Alessandra - Queen of Kings,"180,018,109","93,819"
KayBlack - Segredo,"179,663,272","111,077"
Ski Aggu - Friesenjung,"179,618,813","126,478"
Lil Mabu - MATHEMATICAL DISRESPECT,"178,818,111","50,771"
Tyler Hubbard - Dancinâ In The Country,"178,770,027","162,744"
Murilo Huff - Anestesiado,"178,672,496","114,799"
Bobby Pulido - Se MuriÃ³ De Amor,"178,591,065","179,456"
Carin Leon - Alch Si,"177,184,245","290,502"
Tropa do Bruxo - Baile do Bruxo,"176,988,853","96,254"
Pritam - Pyaar Hota Kayi Baar Hai,"176,930,893","116,857"
MC Saci - Aquariano Nato,"176,863,078","150,660"
Dominic Fike - Mona Lisa,"176,828,165","132,988"
Cup of Joe - Tingin,"176,463,073","370,665"
Peso Pluma - CARNAL,"175,922,931","146,790"
Lola Indigo - EL TONTO,"175,697,616","104,190"
TINI - MuÃ±ecas,"174,565,722","64,914"
PEDRO SAMPAIO - POCPOC,"174,286,756","180,669"
Anirudh Ravichander - Hukum,"173,441,366","145,164"
Kylie Minogue - Padam Padam,"173,039,095","125,105"
